date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:10:05	11444/11444	---M-Z	200	added ('OK')	text/html	etag:%222cb4-5028131f91f00-gzip%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/A6OpAmpFilterHelpFile.html	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/A6OpAmpFilterHelpFile.html	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/Index.html)
17:10:06	18393/18393	---M-Z	200	added ('OK')	text/html	etag:%2247d9-53d40041157c0-gzip%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/A7ExampleCodePage.html	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/A7ExampleCodePage.html	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/Index.html)
17:10:07	12697/12697	---M-Z	200	added ('OK')	text/html	etag:%223199-52306da7db280-gzip%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/9SmithChartPage.html	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/9SmithChartPage.html	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/Index.html)
17:10:07	9846/9846	---M-Z	200	added ('OK')	text/html	etag:%222676-54e00370b3080-gzip%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/P51RootFinder.html	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/P51RootFinder.html	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/Index.html)
17:10:08	4810/4810	---M-Z	200	added ('OK')	text/html	etag:%2212ca-5219722bad080-gzip%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/A9DiscreteInverseLaPlace.html	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/A9DiscreteInverseLaPlace.html	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/Index.html)
17:10:08	13268/13268	---M-Z	200	added ('OK')	text/html	etag:%2233d4-53191a94d7d00-gzip%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/B1GroupDelay.html	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/B1GroupDelay.html	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/Index.html)
17:10:08	4841/4841	---M-Z	200	added ('OK')	text/html	etag:%2212e9-55bf928cc1140-gzip%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/feedbackcomments.html	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/feedbackcomments.html	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/Index.html)
17:10:08	934/934	---M--	200	added ('OK')	image/png	etag:%223a6-5061948083600%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/FIR%20Filters/SincDerivation.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/FIR%20Filters/SincDerivation.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/5FIRFiltersPage.html)
17:10:09	2247/2247	---M--	200	added ('OK')	image/png	etag:%228c7-5061948177840%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/FIR%20Filters/WindowedSincResponse.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/FIR%20Filters/WindowedSincResponse.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/5FIRFiltersPage.html)
17:10:09	1152/1152	---M-Z	200	added ('OK')	text/plain	etag:%22480-506194835fcc0-gzip%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/FIR%20Filters/50TapInverseChebyLPF.txt	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/FIR%20Filters/50TapInverseChebyLPF.txt	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/5FIRFiltersPage.html)
17:10:09	2609/2609	---M--	200	added ('OK')	image/png	etag:%22a31-5061948453f00%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/FIR%20Filters/FreqSamplingDerivation.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/FIR%20Filters/FreqSamplingDerivation.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/5FIRFiltersPage.html)
17:10:09	5995/5995	---M--	200	added ('OK')	image/png	etag:%22176b-506194863c380%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/FIR%20Filters/Raised%20Cosine%20Window.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/FIR%20Filters/Raised%20Cosine%20Window.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/5FIRFiltersPage.html)
17:10:09	4556/4556	---M--	200	added ('OK')	image/png	etag:%2211cc-5061948918a40%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/FIR%20Filters/RaisedCosineExample.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/FIR%20Filters/RaisedCosineExample.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/5FIRFiltersPage.html)
17:10:10	5259/5259	---M--	200	added ('OK')	image/png	etag:%22148b-5061948ce9340%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/FIR%20Filters/24%20Tap%20LPF%20Sinc%20Kaiser%20Comparison.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/FIR%20Filters/24%20Tap%20LPF%20Sinc%20Kaiser%20Comparison.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/5FIRFiltersPage.html)
17:10:10	5591/5591	---M--	200	added ('OK')	image/png	etag:%2215d7-5061948fc5a00%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/FIR%20Filters/71%20Tap%20BPF%20Sinc%20Kaiser%20Comparison.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/FIR%20Filters/71%20Tap%20BPF%20Sinc%20Kaiser%20Comparison.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/5FIRFiltersPage.html)
17:10:10	8729/8729	---M--	200	added ('OK')	image/png	etag:%222219-50619478e2400%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/FIR%20Filters/FIR%20Screen%20Shot.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/FIR%20Filters/FIR%20Screen%20Shot.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/5FIRFiltersPage.html)
17:10:11	918/918	---M-Z	200	added ('OK')	text/plain	etag:%22396-5061947da6f40-gzip%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/FIR%20Filters/52%20Tap%20Raised%20Cos%20LPF.txt	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/FIR%20Filters/52%20Tap%20Raised%20Cos%20LPF.txt	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/5FIRFiltersPage.html)
17:10:11	6064/6064	---M--	200	added ('OK')	image/png	etag:%2217b0-5061947aca880%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/FIR%20Filters/FIR%20Test%20Bench%20Screen%20Shot.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/FIR%20Filters/FIR%20Test%20Bench%20Screen%20Shot.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/5FIRFiltersPage.html)
17:10:11	8195/8195	---M--	200	added ('OK')	image/png	etag:%222003-5061947f8f3c0%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/FIR%20Filters/SoundForm%20Screen%20Shot.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/FIR%20Filters/SoundForm%20Screen%20Shot.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/5FIRFiltersPage.html)
17:10:11	3862/3862	---M--	200	added ('OK')	image/png	etag:%22f16-5064dda3973c0%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/IIR%20Filters/BilinearEquations.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/IIR%20Filters/BilinearEquations.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/4IIRFilterPage.html)
17:10:12	2110/2110	---M--	200	added ('OK')	image/png	etag:%2283e-5064dda673a80%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/IIR%20Filters/StructuresScreenShot.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/IIR%20Filters/StructuresScreenShot.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/4IIRFilterPage.html)
17:10:12	15091/15091	---M--	200	added ('OK')	image/png	etag:%223af3-5064dda48b600%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/IIR%20Filters/FlowCharts.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/IIR%20Filters/FlowCharts.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/4IIRFilterPage.html)
17:10:12	3724/3724	---M--	200	added ('OK')	image/png	etag:%22e8c-5064dfff44400%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/IIR%20Filters/Zero%20Input%20Limit%20Cycles%20Vs%20Register%20Size2.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/IIR%20Filters/Zero%20Input%20Limit%20Cycles%20Vs%20Register%20Size2.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/4IIRFilterPage.html)
17:10:13	3165/3165	---M--	200	added ('OK')	image/png	etag:%22c5d-5064ddac2c800%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/IIR%20Filters/10%20Pole%20Inv%20Cheby%20LPF%20Response.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/IIR%20Filters/10%20Pole%20Inv%20Cheby%20LPF%20Response.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/4IIRFilterPage.html)
17:10:13	1806/1806	---M-Z	200	added ('OK')	text/plain	etag:%2270e-5064ddb1e5580-gzip%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/IIR%20Filters/10PoleInvChebyLPFCoefficients.txt	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/IIR%20Filters/10PoleInvChebyLPFCoefficients.txt	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/4IIRFilterPage.html)
17:10:13	5974/5974	---M--	200	added ('OK')	image/png	etag:%221756-5064ddae14c80%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/IIR%20Filters/10%20Pole%20Inv%20Cheby%20LPF%20Pole%20Zeros.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/IIR%20Filters/10%20Pole%20Inv%20Cheby%20LPF%20Pole%20Zeros.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/4IIRFilterPage.html)
17:10:13	7152/7152	---M--	200	added ('OK')	image/png	etag:%221bf0-5064dd9b01f80%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/IIR%20Filters/IIR%20Screen%20Shot.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/IIR%20Filters/IIR%20Screen%20Shot.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/4IIRFilterPage.html)
17:10:13	1123/1123	---M-Z	200	added ('OK')	text/plain	etag:%22463-5064dda1aef40-gzip%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/IIR%20Filters/10%20Pole%20Inv%20Cheby%20LPF.txt	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/IIR%20Filters/10%20Pole%20Inv%20Cheby%20LPF.txt	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/4IIRFilterPage.html)
17:10:14	6669/6669	---M--	200	added ('OK')	image/png	etag:%221a0d-5064dd9dde640%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/IIR%20Filters/IIR%20Test%20Bench%20Screen%20Shot.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/IIR%20Filters/IIR%20Test%20Bench%20Screen%20Shot.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/4IIRFilterPage.html)
17:10:14	7888/7888	---M--	200	added ('OK')	image/png	etag:%221ed0-5064dd9919b00%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/IIR%20Filters/SoundForm%20Screen%20Shot.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/IIR%20Filters/SoundForm%20Screen%20Shot.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/4IIRFilterPage.html)
17:10:14	3380/3380	---M--	200	added ('OK')	image/png	etag:%22d34-533f9a08cab40%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/RF%20Filters/3%20Band%20Pass%20Filter%20Forms.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/RF%20Filters/3%20Band%20Pass%20Filter%20Forms.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/9RFFiltersPage.html)
17:10:15	1595/1595	---M-Z	200	added ('OK')	text/html	etag:%2263b-5028143052280-gzip%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/RF%20Filters/63RFFilterToplogies.html	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/RF%20Filters/63RFFilterToplogies.html	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/9RFFiltersPage.html)
17:10:15	3560/3560	---M--	200	added ('OK')	image/png	etag:%22de8-4d924c6e83780%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/RF%20Filters/Norton%20Transform.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/RF%20Filters/Norton%20Transform.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/9RFFiltersPage.html)
17:10:15	9140/9140	---M--	200	added ('OK')	image/png	etag:%2223b4-4d924c6f779c0%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/RF%20Filters/RF%20Filter%20Screen%20Shot.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/RF%20Filters/RF%20Filter%20Screen%20Shot.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/9RFFiltersPage.html)
17:10:15	102587/102587	---M--	200	added ('OK')	application/pdf	etag:%22190bb-5374c02e29840%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/RF%20Filters/The%20Design%20of%20Direct%20Coupled%20Band%20Pass%20Filters.pdf	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/RF%20Filters/The%20Design%20of%20Direct%20Coupled%20Band%20Pass%20Filters.pdf	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/9RFFiltersPage.html)
17:10:16	12890/12890	---M--	200	added ('OK')	image/png	etag:%22325a-4d90f1df25440%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/OpAmp%20Filters/OpAmp%20Filter%20Screen%20Shot.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/OpAmp%20Filters/OpAmp%20Filter%20Screen%20Shot.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/6OpAmpFilterPage.html)
17:10:16	1411/1411	---M--	200	added ('OK')	image/png	etag:%22583-4ef17672aff40%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/Hilbert%20Phase/Ideal%20Hilbert%20Time%20Domain%20Plot.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/Hilbert%20Phase/Ideal%20Hilbert%20Time%20Domain%20Plot.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/A5HilbertPhasePage.html)
17:10:17	5928/5928	---M-Z	200	added ('OK')	text/html	etag:%221728-5028131acd3c0-gzip%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/A5HilbertPhaseDescription.html	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/A5HilbertPhaseDescription.html	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/A5HilbertPhasePage.html)
17:10:17	6392/6392	---M--	200	added ('OK')	image/png	etag:%2218f8-4ef17682e6580%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/Hilbert%20Phase/Hilbert%20Filter%20Phase%20Plots.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/Hilbert%20Phase/Hilbert%20Filter%20Phase%20Plots.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/A5HilbertPhasePage.html)
17:10:17	2177/2177	---M--	200	added ('OK')	image/png	etag:%22881-4ef17673a4180%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/Hilbert%20Phase/Hilbert%20Phase%20Diagram.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/Hilbert%20Phase/Hilbert%20Phase%20Diagram.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/A5HilbertPhasePage.html)
17:10:17	2567/2567	---M--	200	added ('OK')	image/png	etag:%22a07-4ef17669268c0%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/Hilbert%20Phase/Single%2090%20SSB%20Diagram.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/Hilbert%20Phase/Single%2090%20SSB%20Diagram.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/A5HilbertPhasePage.html)
17:10:17	3181/3181	---M--	200	added ('OK')	image/png	etag:%22c6d-4ef18f769c400%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/Hilbert%20Phase/SSB%20Spectrum%20Plot.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/Hilbert%20Phase/SSB%20Spectrum%20Plot.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/A5HilbertPhasePage.html)
17:10:18	5969/5969	---M--	200	added ('OK')	image/png	etag:%221751-4ef1766a1ab00%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/Hilbert%20Phase/Phase%20Add%20Plots.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/Hilbert%20Phase/Phase%20Add%20Plots.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/A5HilbertPhasePage.html)
17:10:18	2383/2383	---M--	200	added ('OK')	image/png	etag:%2294f-4ef176673e440%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/Hilbert%20Phase/Dual%2045%20SSB%20Diagram.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/Hilbert%20Phase/Dual%2045%20SSB%20Diagram.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/A5HilbertPhasePage.html)
17:10:18	3700/3700	---M--	200	added ('OK')	image/png	etag:%22e74-4ef1766fd3880%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/Hilbert%20Phase/Dual%2045%20Filter%20Response.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/Hilbert%20Phase/Dual%2045%20Filter%20Response.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/A5HilbertPhasePage.html)
17:10:18	2910/2910	---M--	200	added ('OK')	image/png	etag:%22b5e-4ef17671bbd00%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/Hilbert%20Phase/Dual%2045%20SSB%20Performance.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/Hilbert%20Phase/Dual%2045%20SSB%20Performance.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/A5HilbertPhasePage.html)
17:10:18	3905/3905	---M--	200	added ('OK')	image/png	etag:%22f41-4ef1766edf640%22	https://cb.wunderkis.de/wk-pub/www.iowahills.com/Hilbert%20Phase/Differentiator%20Plot.png	C:/Users/andresmmera/Documents/Iowa%20Hills/cb.wunderkis.de/wk-pub/www.iowahills.com/Hilbert%20Phase/Differentiator%20Plot.png	(from https://cb.wunderkis.de/wk-pub/www.iowahills.com/A5HilbertPhasePage.html)
